text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,original_text,language,text_compound,candidate,Compound Norm
yldja gavinnewsom probably imran awan gets bad case arkanacide,False,2,yldja,2017-07-27T00:04:58Z,False,8.903615761962353e+17,890362337919549441,113103924.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Delib_Sarcastic,0,False,False,,,@yldja @GavinNewsom Probably after Imran Awan gets a bad case of Arkanacide.,en,-0.5423,Gavin,-1.0562415241297687
rt gavinnewsom thank senator hatch partisan issue one basic human decency decision harms se,False,0,,2017-07-27T00:04:53Z,False,,890362320299319296,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,203,True,False,,,"RT @GavinNewsom: Thank you, Senator Hatch.  This is not a partisan issue - it's one of basic human decency and a decision that harms our se‚?¶",en,-0.25,Gavin,-0.4198144658713608
sujofficial gavinnewsom guy dweeb travis allen way vote newsom,False,0,SujOfficial,2017-07-27T00:04:36Z,False,8.903111013924864e+17,890362247712620544,4831352337.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",julieluzgolden,0,False,False,,,@SujOfficial @GavinNewsom This guy is a dweeb!   Travis Allen all the way.  Vote out Newsom,en,0.0,Gavin,0.12451247413754088
gavinnewsom cares newsom good california just like brown vote travis allen,False,0,GavinNewsom,2017-07-27T00:03:52Z,False,8.903095488876257e+17,890362061544226816,11347122.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",julieluzgolden,0,False,False,,,@GavinNewsom Who cares.  Newsom!!!  You are no good for California!  You are just like Brown!!! VOTE TRAVIS ALLEN,en,0.8225,Gavin,1.9153481067668277
rt gavinnewsom busted ,False,0,,2017-07-27T00:03:51Z,False,,890362059795210240,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",StevenGordon_Ca,75,True,False,,,RT @GavinNewsom: Busted :( https://t.co/bkqa1Pkpjz,no,0.0,Gavin,0.12451247413754088
rt gavinnewsom senator duckworth served sacrificed country realdonaldtrump busy ripping charities htt,False,0,,2017-07-27T00:03:41Z,False,,890362014698098689,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,423,True,False,,,RT @GavinNewsom: Senator Duckworth served and sacrificed for our country while @realDonaldTrump was busy ripping off his own charities. htt‚?¶,en,0.4215,Gavin,1.0422476949925492
rt gavinnewsom american wants serve country able meet standards treated patriots ,False,0,,2017-07-27T00:03:28Z,False,,890361963116503040,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,146,True,False,,,"RT @GavinNewsom: ""Any American who wants to serve our country and is able to meet the standards should... be treated as the patriots they a‚?¶",en,0.0772,Gavin,0.29260063321228974
gavinnewsom wrong wanting politician get something done seems like embarrass fro ,False,0,GavinNewsom,2017-07-27T00:03:25Z,True,8.903524677743247e+17,890361948079964160,11347122.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",realthomfalcon,0,False,False,,,@GavinNewsom what's wrong with wanting a politician to get something done. Seems like have to embarrass them in fro‚?¶ https://t.co/EBbhk4nDcz,en,-0.4215,Gavin,-0.7932227467174673
ntragesser gavinnewsom hold democrats want dig deep truth might get ,False,2,ntragesser,2017-07-27T00:03:25Z,False,8.903602197709332e+17,890361947501101056,598421254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Delib_Sarcastic,0,False,False,,,"@ntragesser @GavinNewsom Hold on. Democrats don't want to dig too deep. Truth might get out.

https://t.co/4gZeByAeZG",en,0.3818,Gavin,0.9558085769191356
rt gavinnewsom important thread targeted rememember incredible people amp orgs ready stand fight yo,False,0,,2017-07-27T00:03:22Z,False,,890361936038117376,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,347,True,False,,,"RT @GavinNewsom: Important thread. To all those being targeted: rememember there are incredible people &amp; orgs ready to stand and fight.

Yo‚?¶",en,0.1779,Gavin,0.5118555246478753
rt gavinnewsom wrote  characters trumps latest feat baseless hate mongering ,False,0,,2017-07-27T00:03:13Z,False,,890361900399173636,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,71,True,False,,,"RT @GavinNewsom: I wrote more than 140 characters on Trump's latest feat of baseless hate mongering.
https://t.co/JWVDPVYzP7",en,-0.6705,Gavin,-1.3353723789663334
rt gavinnewsom busted ,False,0,,2017-07-27T00:03:05Z,False,,890361865418584064,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,75,True,False,,,RT @GavinNewsom: Busted :( https://t.co/bkqa1Pkpjz,no,0.0,Gavin,0.12451247413754088
gavinnewsom ,False,0,GavinNewsom,2017-07-27T00:02:56Z,False,8.903132878663598e+17,890361828613603328,11347122.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ericrescue,0,False,False,,,@GavinNewsom  https://t.co/yOm1alGQOI,no,0.0,Gavin,0.12451247413754088
rt gavinnewsom remember deal serve adoring lapdogs nice friends ,False,0,,2017-07-27T00:02:51Z,False,,890361807675678721,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mfjean0213,58,True,False,,,"RT @GavinNewsom: ""Remember our deal: we serve as your adoring lapdogs, but only if you're nice to our friends."" https://t.co/VvEcvFgACb",da,0.8625,Gavin,2.002440417168252
bornrezist gavinnewsom potus hypocrite bigot,False,0,Born2Rezist,2017-07-27T00:02:49Z,False,8.902506257406812e+17,890361798867787777,105638095.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bobbiKap,0,False,False,,,@Born2Rezist @GavinNewsom @POTUS Such a hypocrite and bigot!,en,0.0,Gavin,0.12451247413754088
rt gavinnewsom remember deal serve adoring lapdogs nice friends ,False,0,,2017-07-27T00:02:40Z,False,,890361761068597249,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CELSIOR600,58,True,False,,,"RT @GavinNewsom: ""Remember our deal: we serve as your adoring lapdogs, but only if you're nice to our friends."" https://t.co/VvEcvFgACb",da,0.8625,Gavin,2.002440417168252
ntragesser gavinnewsom digging deeper democrats might admit set realized t ,False,1,ntragesser,2017-07-27T00:02:38Z,True,8.903602197709332e+17,890361751820054528,598421254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Delib_Sarcastic,0,False,False,,,@ntragesser @GavinNewsom No digging deeper. Democrats might have to admit they set this all up when they realized t‚?¶ https://t.co/ECXf9qgLt4,no,0.2023,Gavin,0.5649818339927442
gavinnewsom remember try drink underage girls just today,False,0,GavinNewsom,2017-07-27T00:02:03Z,False,8.903524677743247e+17,890361607037038593,11347122.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",ANTHROPOCENELAW,0,False,False,,,@GavinNewsom REMEMBER TO TRY NOT TO DRINK WITH UNDERAGE GIRLS. JUST FOR TODAY.,no,0.0,Gavin,0.12451247413754088
delibsarcastic gavinnewsom wassermann defense tweet coming,False,3,Delib_Sarcastic,2017-07-27T00:01:56Z,False,8.903613286693437e+17,890361576196235264,7.550725564832195e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yldja,0,False,False,,,@Delib_Sarcastic @GavinNewsom When is the Wassermann defense Tweet coming?,en,0.128,Gavin,0.4032078674220986
gavinnewsom ,False,0,GavinNewsom,2017-07-27T00:01:56Z,False,8.903132878663598e+17,890361575546081280,11347122.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ericrescue,0,False,False,,,@GavinNewsom  https://t.co/gIGF9loeRs,no,0.0,Gavin,0.12451247413754088
gavinnewsom potus hear hear,False,0,GavinNewsom,2017-07-27T00:01:55Z,False,8.902482394667254e+17,890361572400484353,11347122.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bobbiKap,0,False,False,,,@GavinNewsom @POTUS Hear! Hear!,en,0.0,Gavin,0.12451247413754088
rt gavinnewsom todays decision potus height cruelty amp ignorance weakened country less safe fo,False,0,,2017-07-27T00:01:38Z,False,,890361500153597953,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bobbiKap,806,True,False,,,"RT @GavinNewsom: Today's decision by @POTUS is the height of cruelty &amp; ignorance.  He has weakened our country, and we are all less safe fo‚?¶",en,-0.7003,Gavin,-1.4002561502153947
gavinnewsom ,False,0,GavinNewsom,2017-07-27T00:01:36Z,False,8.903132878663598e+17,890361490250768384,11347122.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ericrescue,0,False,False,,,@GavinNewsom  https://t.co/mZSyDSCRdr,no,0.0,Gavin,0.12451247413754088
trumpstercalgal gavinnewsom trump heartless mean bully racist bigot name anything b ,False,0,TrumpsterCalGal,2017-07-27T00:01:32Z,True,8.903098289327964e+17,890361477151850497,8.089747990745129e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",babygonzales,0,False,False,,,@TrumpsterCalGal @GavinNewsom Trump is a heartless mean bully racist bigot you name it that's what he is anything b‚?¶ https://t.co/1FlyyZ668i,en,-0.886,Gavin,-1.8045822012540067
miwayha trumpstercalgal tech gavinnewsom ,False,0,miwayha,2017-07-27T00:01:14Z,False,8.903168593078518e+17,890361400098398210,7.367071930100695e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ericrescue,0,False,False,,,@miwayha @TrumpsterCalGal @tech_52 @GavinNewsom  https://t.co/iFG2ACD3AB,en,0.0,Gavin,0.12451247413754088
