text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,original_text
rt johnchiangca cadavejones multiverse guy come ,FALSE,0,,2017-07-22T20:38:01Z,FALSE,,888860707365675008,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amy_linehan_ca,3,TRUE,FALSE,,,RT @JohnChiangCA: .@CA_DaveJones where in the multiverse did this guy come from? https://t.co/O2i0ESXw85
rt johnchiangca case super villain attack talk state can joinjohn ,FALSE,0,,2017-07-22T20:32:16Z,FALSE,,888859260452429826,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",conroe1956,5,TRUE,FALSE,,,RT @JohnChiangCA: In the case of a super villain attack let's talk about what the state can do. #JoinJohn https://t.co/345XkktVJw
rt johnchiangca cadavejones multiverse guy come ,FALSE,0,,2017-07-22T20:30:23Z,FALSE,,888858787360030720,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",conroe1956,3,TRUE,FALSE,,,RT @JohnChiangCA: .@CA_DaveJones where in the multiverse did this guy come from? https://t.co/O2i0ESXw85
happy comiccon cadavejones johnchiangca dr manhattan thewatchmen sdcc capolitics sdcc ,FALSE,7,,2017-07-22T20:19:40Z,FALSE,,888856087742382080,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GretchenNewsom,2,FALSE,FALSE,,,Happy #ComicCon! With @CA_DaveJones and @JohnChiangCA and Dr. Manhattan of #TheWatchmen. #SDCC17 #CaPolitics #SDCC Ì†ΩÌ≤ö https://t.co/7y34T4gIXb
rt gretchennewsom packed house sdcc cleans mess w johnchiangca nathanfletcher racquelvasquez alvarezsd superheroes,FALSE,0,,2017-07-22T20:15:14Z,FALSE,,888854972086886400,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RacquelVasquez,3,TRUE,FALSE,,,"RT @GretchenNewsom: Packed house #SDCC ""Who Cleans Up the Mess"" w/ @JohnChiangCA @nathanfletcher @RacquelVasquez @AlvarezSD. Ì†ΩÌ≤ö Superheroes‚Ä¶"
rt lorenasgonzalez happy get chance introduce state treasurer johnchiangca meeting san diegos progressive school boardm,FALSE,0,,2017-07-22T19:57:26Z,FALSE,,888850495200083971,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WICP100,7,TRUE,FALSE,,,RT @LorenaSGonzalez: Happy to get the chance to introduce State Treasurer @JohnChiangCA to meeting of San Diego's progressive school boardm‚Ä¶
rt erininoc quite line see cleans mess comiccon panel featuring johnchiangca ,FALSE,0,,2017-07-22T19:36:01Z,FALSE,,888845105150414848,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nathanfletcher,1,TRUE,FALSE,,,"RT @erininOC: There's quite a line to see the ""Who Cleans Up the Mess?"" ComicCon panel featuring @JohnChiangCA! https://t.co/hqqgiwxiJ0"
rt gretchennewsom packed house sdcc cleans mess w johnchiangca nathanfletcher racquelvasquez alvarezsd superheroes,FALSE,0,,2017-07-22T19:31:38Z,FALSE,,888844003063382017,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nathanfletcher,3,TRUE,FALSE,,,"RT @GretchenNewsom: Packed house #SDCC ""Who Cleans Up the Mess"" w/ @JohnChiangCA @nathanfletcher @RacquelVasquez @AlvarezSD. Ì†ΩÌ≤ö Superheroes‚Ä¶"
rt johnchiangca case super villain attack talk state can joinjohn ,FALSE,0,,2017-07-22T19:27:52Z,FALSE,,888843051560443904,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlexBaoLong,5,TRUE,FALSE,,,RT @JohnChiangCA: In the case of a super villain attack let's talk about what the state can do. #JoinJohn https://t.co/345XkktVJw
rt johnchiangca case super villain attack talk state can joinjohn ,FALSE,0,,2017-07-22T19:23:27Z,FALSE,,888841941823012864,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",arias_jo68,5,TRUE,FALSE,,,RT @JohnChiangCA: In the case of a super villain attack let's talk about what the state can do. #JoinJohn https://t.co/345XkktVJw
rt johnchiangca case super villain attack talk state can joinjohn ,FALSE,0,,2017-07-22T19:16:28Z,FALSE,,888840184539660288,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",davisliumd,5,TRUE,FALSE,,,RT @JohnChiangCA: In the case of a super villain attack let's talk about what the state can do. #JoinJohn https://t.co/345XkktVJw
rt lemmonsdtrades sdcc watching superheroes save citys destruction next governor johnchiangca says invest now infrast,FALSE,0,,2017-07-22T18:37:18Z,FALSE,,888830328067964928,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GretchenNewsom,1,TRUE,FALSE,,,RT @Lemmonsdtrades: #sdcc  watching how #superheroes save Citys from destruction our next Governor @JohnChiangCA says invest now in infrast‚Ä¶
sdcc watching superheroes save citys destruction next governor johnchiangca says invest now inf ,FALSE,3,,2017-07-22T18:37:08Z,TRUE,,888830284296183808,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lemmonsdtrades,1,FALSE,FALSE,,,#sdcc  watching how #superheroes save Citys from destruction our next Governor @JohnChiangCA says invest now in inf‚Ä¶ https://t.co/Sb4LlVx2Wz
thanks state treasurer johnchiangca joining us sdconventionctr today sdcc insurance comish ,FALSE,5,,2017-07-22T18:31:48Z,TRUE,,888828943175897088,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GilCabrera,0,FALSE,FALSE,,,Thanks State Treasurer @JohnChiangCA for joining us at the @SDConventionCtr today! #sdcc that's Insurance Comish‚Ä¶ https://t.co/L9mKsYlKMc
johnchiangca true advocate education will push ca forward better communities prog ,FALSE,2,JohnChiangCA,2017-07-22T18:22:29Z,TRUE,,888826600661200896,179615493,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Noraevargas,0,FALSE,FALSE,,,"@JohnChiangCA is a true advocate for #education, that will push CA forward and better our communities with his prog‚Ä¶ https://t.co/45kFnJClW4"
packed house sdcc cleans mess w johnchiangca nathanfletcher racquelvasquez alvarezsd superher ,FALSE,11,,2017-07-22T18:17:24Z,TRUE,,888825318483443712,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GretchenNewsom,3,FALSE,FALSE,,,"Packed house #SDCC ""Who Cleans Up the Mess"" w/ @JohnChiangCA @nathanfletcher @RacquelVasquez @AlvarezSD. Ì†ΩÌ≤ö Superher‚Ä¶ https://t.co/vvCG65MEAt"
 quite line see cleans mess comiccon panel featuring johnchiangca ,FALSE,6,,2017-07-22T18:03:05Z,FALSE,,888821715228282880,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",erininOC,1,FALSE,FALSE,,,"There's quite a line to see the ""Who Cleans Up the Mess?"" ComicCon panel featuring @JohnChiangCA! https://t.co/hqqgiwxiJ0"
rt johnchiangca runwomenrun making everyday heroes supporting women getting elected appointed office sdcc everydayher,FALSE,0,,2017-07-22T17:35:40Z,FALSE,,888814817720455168,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Noraevargas,4,TRUE,FALSE,,,RT @JohnChiangCA: .@RunWomenRun is making everyday heroes by supporting women getting elected and appointed to office. #SDCC17 #EveryDayHer‚Ä¶
ccadelago johnchiangca johnchiangca wearing cosplay costume,FALSE,1,ccadelago,2017-07-22T16:47:05Z,FALSE,888564104935297026,888802590095319040,14776082,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WTPDavid,0,FALSE,FALSE,,,@ccadelago @JohnChiangCA What's @JohnChiangCA wearing as his cosplay costume?
rt lorenasgonzalez happy get chance introduce state treasurer johnchiangca meeting san diegos progressive school boardm,FALSE,0,,2017-07-22T16:42:09Z,FALSE,,888801350808555520,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HoffmanLisa1,7,TRUE,FALSE,,,RT @LorenaSGonzalez: Happy to get the chance to introduce State Treasurer @JohnChiangCA to meeting of San Diego's progressive school boardm‚Ä¶
rt lorenasgonzalez happy get chance introduce state treasurer johnchiangca meeting san diegos progressive school boardm,FALSE,0,,2017-07-22T16:39:20Z,FALSE,,888800638926069760,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",objkshn,7,TRUE,FALSE,,,RT @LorenaSGonzalez: Happy to get the chance to introduce State Treasurer @JohnChiangCA to meeting of San Diego's progressive school boardm‚Ä¶
happy get chance introduce state treasurer johnchiangca meeting san diegos progressive school boa ,FALSE,26,,2017-07-22T16:32:15Z,TRUE,,888798858846785536,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LorenaSGonzalez,7,FALSE,FALSE,,,Happy to get the chance to introduce State Treasurer @JohnChiangCA to meeting of San Diego's progressive school boa‚Ä¶ https://t.co/dhaLf9xbJk
education gateway opportunity johnchiangca investined ,FALSE,5,,2017-07-22T16:27:33Z,FALSE,,888797677013487616,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TrusteeVargas,0,FALSE,FALSE,,,"""Education is the gateway for opportunity""- @JohnChiangCA #InvestInEd https://t.co/bl29begukE"
rt ccadelago johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero h,FALSE,0,,2017-07-22T16:24:39Z,FALSE,,888796947347193856,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LATSeema,6,TRUE,FALSE,,,RT @ccadelago: .@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? H‚Ä¶
rt gilcabrera going fascinating panel featuring ca state treasurer johnchiangca former ca assemblymember amp local city,FALSE,0,,2017-07-22T15:08:45Z,FALSE,,888777843059982338,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",nathanfletcher,1,TRUE,FALSE,,,RT @GilCabrera: This is going to be a fascinating panel featuring CA State Treasurer @JohnChiangCA a former CA Assemblymember &amp; local city‚Ä¶
 going fascinating panel featuring ca state treasurer johnchiangca former ca assemblymember amp loc ,FALSE,8,,2017-07-22T14:34:39Z,TRUE,,888769262864564225,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GilCabrera,1,FALSE,FALSE,,,This is going to be a fascinating panel featuring CA State Treasurer @JohnChiangCA a former CA Assemblymember &amp; loc‚Ä¶ https://t.co/eVEyoatDJV
wells fargo accidentally releases trove data clients johnchiangca cadavejones bettyyeeforca latimes ap ,FALSE,0,,2017-07-22T12:41:10Z,FALSE,,888740705002246144,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",BoutrisGroup,0,FALSE,FALSE,,,Wells Fargo Accidentally Releases Trove of Data on Clients @JohnChiangCA @CA_DaveJones @BettyYeeforCA @latimes @ap  https://t.co/4UQwXeNziq
lucasoconnor ccadelago johnchiangca syfy movielike sharknado,FALSE,1,lucasoconnor,2017-07-22T06:09:55Z,FALSE,888584137103114241,888642241136254976,16545692,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BillWongLLC,0,FALSE,FALSE,,,@lucasoconnor @ccadelago @JohnChiangCA syfy movie...like sharknado...
ccadelago daverjacobson johnchiangca ,FALSE,3,ccadelago,2017-07-22T06:08:44Z,FALSE,888564104935297026,888641943894237184,14776082,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BillWongLLC,0,FALSE,FALSE,,,@ccadelago @daverjacobson @JohnChiangCA  https://t.co/RLLJwkrvch
rt ccadelago johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero h,FALSE,0,,2017-07-22T05:16:31Z,FALSE,,888628802560991237,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",conroe1956,6,TRUE,FALSE,,,RT @ccadelago: .@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? H‚Ä¶
rt ccadelago johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero h,FALSE,0,,2017-07-22T04:58:25Z,FALSE,,888624247542759424,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daverjacobson,6,TRUE,FALSE,,,RT @ccadelago: .@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? H‚Ä¶
rt ccadelago johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero h,FALSE,0,,2017-07-22T04:52:03Z,FALSE,,888622645679341568,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",REAgentStoffel,6,TRUE,FALSE,,,RT @ccadelago: .@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? H‚Ä¶
rt robertgarcialb ccadelago johnchiangca just needs come  times can tie number visits ,FALSE,0,,2017-07-22T04:51:03Z,FALSE,,888622394578837504,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jpanzar,2,TRUE,FALSE,,,RT @RobertGarciaLB: @ccadelago @JohnChiangCA He just needs to come 19 more times and then he can tie with me on number of visits Ì†æÌ¥òÌ†ºÌøº
 got vote johnchiangca gov ,FALSE,0,,2017-07-22T04:22:56Z,FALSE,,888615319945699328,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ophiesay,0,FALSE,FALSE,,,You've got my vote @JohnChiangCA #gov2018 https://t.co/GYJsWMrLQr
rt nathanfletcher excited join johnchiangca alvarezsd racquelvasquez comiccon discuss gov respond villan attack http,FALSE,0,,2017-07-22T04:22:46Z,FALSE,,888615275762810880,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nathanfletcher,2,TRUE,FALSE,,,"RT @nathanfletcher: Excited to join @JohnChiangCA @AlvarezSD @RacquelVasquez at #ComicCon to discuss how gov respond to villan attack!
http‚Ä¶"
lesliern vabvox never liked newsom actions mayor sf generally good voting ,FALSE,1,lesliern92,2017-07-22T04:19:44Z,TRUE,888611984295383040,888614513611743234,416679745,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MBBrownSF,0,FALSE,FALSE,,,@lesliern92 @VABVOX Have never liked Newsom himself; actions as mayor of SF generally good. Voting for‚Ä¶ https://t.co/ZAdYOSY2KN
rt johnchiangca nathanfletcher alvarezsd racquelvasquez hopefully none us get lost multiverse way comiccon,FALSE,0,,2017-07-22T04:14:05Z,FALSE,,888613092455702528,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RacquelVasquez,3,TRUE,FALSE,,,RT @JohnChiangCA: @nathanfletcher @AlvarezSD @RacquelVasquez  Hopefully none of us get lost in the multiverse on the way there. @Comic_Con‚Ä¶
rt nathanfletcher excited join johnchiangca alvarezsd racquelvasquez comiccon discuss gov respond villan attack http,FALSE,0,,2017-07-22T04:13:31Z,FALSE,,888612950893772800,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RacquelVasquez,2,TRUE,FALSE,,,"RT @nathanfletcher: Excited to join @JohnChiangCA @AlvarezSD @RacquelVasquez at #ComicCon to discuss how gov respond to villan attack!
http‚Ä¶"
rt haidarhawthorne catreasurer johnchiangca recognizes hawthorneauto ribboncutting ceremony cityofhawthorne hawthorne hawthorn,FALSE,0,,2017-07-22T03:58:49Z,FALSE,,888609250112487424,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnChiangCA,1,TRUE,FALSE,,,RT @HaidarHawthorne: #CATreasurer @JohnChiangCA recognizes @Hawthorne_Auto at #RibbonCutting Ceremony #cityofhawthorne #Hawthorne #Hawthorn‚Ä¶
rt bobwieckowskica congrats boehringer ingelheim fremont expansion joined johnchiangca jens vogel ceo todays event ht,FALSE,0,,2017-07-22T03:21:38Z,FALSE,,888599891110481920,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GloriaLaw5,1,TRUE,FALSE,,,"RT @BobWieckowskiCA: Congrats to @Boehringer Ingelheim on Fremont expansion. Joined @JohnChiangCA and Jens Vogel, CEO, at today's event. ht‚Ä¶"
rt ccadelago johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero h,FALSE,0,,2017-07-22T03:17:36Z,FALSE,,888598879146360833,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pnjaban,6,TRUE,FALSE,,,RT @ccadelago: .@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? H‚Ä¶
rt johnchiangca must world class education enough funding dreams become unattainable ,FALSE,0,,2017-07-22T02:39:56Z,FALSE,,888589398043795456,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",blesdabusrep,4,TRUE,FALSE,,,"RT @JohnChiangCA: We must have a world class education, but when there is not enough funding, those dreams could become unattainable. https‚Ä¶"
ccadelago johnchiangca sb get movie just netflix show,FALSE,2,ccadelago,2017-07-22T02:19:02Z,FALSE,888564104935297026,888584137103114241,14776082,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lucasoconnor,0,FALSE,FALSE,,,@ccadelago @JohnChiangCA Would SB1 get a movie or just a Netflix show?
johnchiangca ccadelago ,FALSE,3,JohnChiangCA,2017-07-22T02:12:26Z,FALSE,888580646221692928,888582476158742528,179615493,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RobertGarciaLB,0,FALSE,FALSE,,,@JohnChiangCA @ccadelago  https://t.co/NHTvpYNjvU
rt robertgarcialb ccadelago johnchiangca just needs come  times can tie number visits ,FALSE,0,,2017-07-22T02:07:04Z,FALSE,,888581127258034177,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ccadelago,2,TRUE,FALSE,,,RT @RobertGarciaLB: @ccadelago @JohnChiangCA He just needs to come 19 more times and then he can tie with me on number of visits Ì†æÌ¥òÌ†ºÌøº
ccadelago johnchiangca just needs come  times can tie number visits ,FALSE,10,ccadelago,2017-07-22T02:03:38Z,FALSE,888564104935297026,888580265076862976,14776082,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RobertGarciaLB,2,FALSE,FALSE,,,@ccadelago @JohnChiangCA He just needs to come 19 more times and then he can tie with me on number of visits Ì†æÌ¥òÌ†ºÌøº
ccadelago johnchiangca bruh say,FALSE,1,ccadelago,2017-07-22T02:02:20Z,FALSE,888564104935297026,888579935933050880,14776082,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jpanzar,0,FALSE,FALSE,,,@ccadelago @JohnChiangCA ¬°¬øBruh wouldn't say!?
rt ccadelago johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero h,FALSE,0,,2017-07-22T01:29:06Z,FALSE,,888571574701309952,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AlexCVassar,6,TRUE,FALSE,,,RT @ccadelago: .@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? H‚Ä¶
johnchiangca speaking comiccon saturday infrastructure asked character ceqa villain hero say,FALSE,35,,2017-07-22T00:59:25Z,FALSE,,888564104935297026,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ccadelago,6,FALSE,FALSE,,,.@JohnChiangCA is speaking at Comic-Con Saturday on infrastructure. I asked what character CEQA would be: Villain or hero? He wouldn't say.
rt bobwieckowskica boehringer expanding facilities fremont toured facility council members treasurer johnchiangca h,FALSE,0,,2017-07-22T00:15:31Z,FALSE,,888553056752640000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnChiangCA,1,TRUE,FALSE,,,RT @BobWieckowskiCA: @Boehringer is expanding its facilities in Fremont. Toured facility with council members and Treasurer @JohnChiangCA h‚Ä¶
boehringer expanding facilities fremont toured facility council members treasurer johnchiangca ,FALSE,5,Boehringer,2017-07-22T00:11:19Z,FALSE,,888551998278123520,17437735,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BobWieckowskiCA,1,FALSE,FALSE,,,@Boehringer is expanding its facilities in Fremont. Toured facility with council members and Treasurer @JohnChiangCA https://t.co/3ypKteQECv
johnchiangca propreform,FALSE,3,JohnChiangCA,2017-07-22T00:08:31Z,FALSE,888545690493702144,888551294335569920,179615493,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mmelibbington,0,FALSE,FALSE,,,@JohnChiangCA #Prop13Reform
congrats boehringer ingelheim fremont expansion joined johnchiangca jens vogel ceo todays event ,FALSE,2,,2017-07-22T00:07:10Z,FALSE,,888550952440963072,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BobWieckowskiCA,1,FALSE,FALSE,,,"Congrats to @Boehringer Ingelheim on Fremont expansion. Joined @JohnChiangCA and Jens Vogel, CEO, at today's event. https://t.co/xIoynfM89E"
catreasurer johnchiangca recognizes hawthorneauto ribboncutting ceremony cityofhawthorne hawthorne ,FALSE,8,,2017-07-21T23:55:08Z,TRUE,,888547924078211074,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HaidarHawthorne,1,FALSE,FALSE,,,#CATreasurer @JohnChiangCA recognizes @Hawthorne_Auto at #RibbonCutting Ceremony #cityofhawthorne #Hawthorne‚Ä¶ https://t.co/ZdHu6tthcT
rt johnchiangca must world class education enough funding dreams become unattainable ,FALSE,0,,2017-07-21T23:46:57Z,FALSE,,888545865802989568,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LauriHeffernan,4,TRUE,FALSE,,,"RT @JohnChiangCA: We must have a world class education, but when there is not enough funding, those dreams could become unattainable. https‚Ä¶"
thanks johnchiangca stevebradford scottsvonkin helping us celebrate hawthorneauto hawthorneautosquare ,FALSE,2,,2017-07-21T23:40:07Z,TRUE,,888544147342331904,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HaidarHawthorne,0,FALSE,FALSE,,,Thanks @JohnChiangCA @SteveBradford @scottsvonkin for helping us celebrate @Hawthorne_Auto #HawthorneAutoSquare‚Ä¶ https://t.co/F7JDbaAcFf
rt mandeepsheer ca state treasurer johnchiangca addressing attendees boehringerus groundbreaking ceremony new facil,FALSE,0,,2017-07-21T21:30:49Z,FALSE,,888511608590225408,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CLSA_Advocacy,1,TRUE,FALSE,,,RT @mandeep_s_heer: CA State Treasurer @JohnChiangCA addressing attendees at the  @boehringerus groundbreaking ceremony for their new facil‚Ä¶
ca state treasurer johnchiangca addressing attendees boehringerus groundbreaking ceremony new f ,FALSE,2,,2017-07-21T21:29:16Z,TRUE,,888511215584006144,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mandeep_s_heer,1,FALSE,FALSE,,,CA State Treasurer @JohnChiangCA addressing attendees at the  @boehringerus groundbreaking ceremony for their new f‚Ä¶ https://t.co/RzlQbpojW8
rt navdeepsinghjd make change johnchiangca just get picture make sure pols know contribution amp demands hold account,FALSE,0,,2017-07-21T20:26:52Z,FALSE,,888495513737220097,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dpenta,1,TRUE,FALSE,,,"RT @navdeepsinghjd: To make change @JohnChiangCA: don't just get the picture, make sure pols know your contribution &amp; demands, hold account‚Ä¶"
 make change johnchiangca just get picture make sure pols know contribution amp demands hold acc ,FALSE,3,,2017-07-21T20:13:57Z,TRUE,,888492261368971264,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",navdeepsinghjd,1,FALSE,FALSE,,,"To make change @JohnChiangCA: don't just get the picture, make sure pols know your contribution &amp; demands, hold acc‚Ä¶ https://t.co/Ghlv4TiKhS"
rt johnchiangca nathanfletcher alvarezsd racquelvasquez hopefully none us get lost multiverse way comiccon,FALSE,0,,2017-07-21T19:45:53Z,FALSE,,888485201294139393,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nathanfletcher,3,TRUE,FALSE,,,RT @JohnChiangCA: @nathanfletcher @AlvarezSD @RacquelVasquez  Hopefully none of us get lost in the multiverse on the way there. @Comic_Con‚Ä¶
rt dilawar speaking importance civic engagement alongside johnchiangcaentrepreneurs perspective stake na,FALSE,0,,2017-07-21T19:38:25Z,FALSE,,888483320652218368,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnChiangCA,1,TRUE,FALSE,,,RT @dilawar: Speaking about the importance of civic engagement alongside @JohnChiangCA‚Äîentrepreneur's perspective. We all have a stake! #NA‚Ä¶
excited join johnchiangca alvarezsd racquelvasquez comiccon discuss gov respond villan attack ,FALSE,17,,2017-07-21T19:25:24Z,FALSE,,888480043545919488,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nathanfletcher,2,FALSE,FALSE,,,"Excited to join @JohnChiangCA @AlvarezSD @RacquelVasquez at #ComicCon to discuss how gov respond to villan attack!
https://t.co/dBybjnSshV"
speaking importance civic engagement alongside johnchiangcaentrepreneurs perspective stake napabawestern,FALSE,6,,2017-07-21T19:06:03Z,FALSE,,888475175787708416,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dilawar,1,FALSE,FALSE,,,Speaking about the importance of civic engagement alongside @JohnChiangCA‚Äîentrepreneur's perspective. We all have a stake! #NAPABAWestern
rt joegarofoli chasing nerd vote ca guv candidate johnchiangca speak comiccon namechecks dr octopus future peterhartla,FALSE,0,,2017-07-21T18:18:24Z,FALSE,,888463185505787904,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tigerbeat,1,TRUE,FALSE,,,"RT @joegarofoli: Chasing the Nerd Vote: CA Guv candidate @JohnChiangCA  to speak at Comic-Con, name-checks Dr. Octopus. Future @peterhartla‚Ä¶"
chasing nerd vote ca guv candidate johnchiangca speak comiccon namechecks dr octopus future peterhartlaub podcast guest,FALSE,3,,2017-07-21T18:16:30Z,FALSE,,888462703492071424,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",joegarofoli,1,FALSE,FALSE,,,"Chasing the Nerd Vote: CA Guv candidate @JohnChiangCA  to speak at Comic-Con, name-checks Dr. Octopus. Future @peterhartlaub podcast guest?"
johnchiangca come area ready answer gov protect ca voter data ,FALSE,0,,2017-07-21T17:58:39Z,FALSE,,888458214001463296,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",KoHoSo,0,FALSE,FALSE,,,".@JohnChiangCA If you come to my area, be ready to answer what you would do as gov to protect CA voter data. https://t.co/J9dn5z1ySd"
