status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
10128918116_10155646273353117,Proud of Gov. Brown as he demands action on climate change! We will not let this administration hold us back.,"Gov. Brown unveils plan for global climate summit, further undercutting Trump's agenda",link,http://www.latimes.com/politics/la-pol-sac-jerry-brown-climate-summit-20170706-story.html,2017-07-09 18:54:54,6321,430,552,5258,851,15,50,7,140
10128918116_10155638317658117,He's baaaaaaaaaaaaack. #TheCowardlyRyan,Ryan says he won't do public town halls citing concerns over possible protests,link,http://thehill.com/homenews/house/341033-ryan-says-he-wont-do-public-town-halls-citing-concerns-over-possible-protests,2017-07-07 16:55:15,9691,2026,1300,3904,59,258,3105,145,2219
10128918116_10155638008198117,Thank you.,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155638008198117/?type=3,2017-07-07 15:38:14,10765,382,1076,8082,1455,670,10,419,129
10128918116_10155633904168117,"‪Turns out, Betsy DeVos, when you halt plans to protect students who were cheated by colleges, 18 states will sue you. ‪Proud to be one of them. ‬",18 States Sue Betsy DeVos And Education Dept. Over Delay Of Borrower Defense Rule,link,http://www.npr.org/sections/thetwo-way/2017/07/06/535776573/18-states-sue-betsy-devos-and-education-dept-over-delay-of-borrower-defense-rule?utm_source=twitter.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_content=20170706,2017-07-06 14:31:26,17270,426,1474,14877,1808,88,397,14,86
10128918116_10155633484573117,"There are 780 counties in the US where the majority of kids are on Medicaid/CHIP. 

617 of those voted for Trump.",Medicaid’s vital role for children in Trump country,link,http://www.latimes.com/projects/la-na-pol-medicaid-children/,2017-07-06 12:12:11,1828,283,590,760,3,333,49,591,92
10128918116_10155621234008117,USA Today did a count of the President's tweets since elected...,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155621234008117/?type=3,2017-07-03 11:01:02,2875,473,475,1484,16,160,175,351,689
10128918116_10155612698073117,Trump's voter fraud commission is nothing more than a waste of tax payer money. California refuses to hand over voters' personal information while Trump has yet to provide a shred of evidence to support his wild claims.,"Asked for Voters’ Data, States Give Trump Panel a Bipartisan ‘No’",link,https://nyti.ms/2utvxOq,2017-07-01 10:27:42,5241,869,429,4346,433,21,62,13,366
10128918116_10155608528593117,"Despite the gun lobby's multiple attempts to dismantle the clear will of California voters, I'm confident this large capacity magazine ban will go into effect and save lives.",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155608528593117/?type=3,2017-06-30 10:45:23,1629,823,138,1261,138,10,54,9,156
10128918116_10155606402743117,"I’ll be blunt: watching this video created by the NRA sent a chill down my spine – one that was followed by a feeling of sadness and fear that I haven’t shaken a day later.  We live in an increasingly polarized country.  Between cable news, social media, and even the places we choose to live and work, it’s easier than ever to retreat into our ideological bubbles, attacking those who don't toe our ideological line.  Progressives do it.  Conservatives do it.  There are times I know I am guilty of this as well. 

But when I watch this video, I see something that crosses into an even more dangerous place: a piece of propaganda the goal of which is to teach the viewer that our fellow Americans are to be feared… and even worse. How does this video advance debate?  How does it bring people together for common ideals?  How does it do anything but cast Americans as “enemies” to be defeated in a cynical ploy to sell as many weapons as possible?
 
My history with the NRA is no secret.  I don’t hold them in high regard and I know they certainly aren't fans of mine.  And that’s fine – we don’t need to work from the same values, and we probably never will. 

But today, I am asking the National Rifle Association of America - pleading with you in fact: Please, please, please remove this video.  There is no amount of gun sales that can offset the potential damage you may do with this.  Come after politicians.  Come after policy makers.  Come after ME.  But please do not villainize ordinary Americans.  Do not implicitly call for demonstrations of force against your fellow Americans in a country that is already reeling.  You are powerful.  People are listening to you.  And your message could lead to tragedy.
 
I’m willing to talk.  I’m willing to meet.  I’m willing to listen.  But please take down this video.",NRA Ad,video,https://www.facebook.com/GavinNewsom/videos/10155606402743117/,2017-06-29 20:46:55,7598,2472,2759,3565,140,359,125,1147,2246
10128918116_10155604201873117,"‪The message this sends, that you can bully others like this without any shame or consequence, is disgusting.‬ This is disgraceful behavior that diminishes the office of the President and the people you serve.",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155604201873117/?type=3,2017-06-29 08:55:33,10408,1879,1763,4280,46,345,72,1115,4542
10128918116_10155602551618117,"Today Trump tweeted ""Democrats purposely misstated Medicaid under new Senate bill - actually goes up.""

It's important to know the facts. This is inaccurate. Here is the graph, provided by the CBO. Medicaid funding goes down. According to the CBO, the Senate bill has ""a reduction of $772 billion in outlays for Medicaid."" 

I can't stress enough how much of an impact this healthcare bill will have on our country. Do your research. Call your Senators. Get the facts and make your voice heard.",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155602551618117/?type=3,2017-06-28 22:06:44,1318,220,409,942,8,24,19,89,234
10128918116_10155601991973117,"The GOP health bill will devastate Planned Parenthood California and strip it of 73% of its operating budget. 

Last year alone, NorCal chapters performed 12,000 cervical cancer screenings and 9,800 breast exams — 377 of which resulted in abnormal results that necessitated further testing and care.",GOP health bill would cut majority of Planned Parenthood budget in California,link,http://www.sfchronicle.com/bayarea/article/GOP-health-bill-would-cut-majority-of-Planned-11251597.php#photo-13004665,2017-06-28 18:28:49,1543,386,212,435,29,19,27,221,811
10128918116_10155600173043117,Pretty simple: no one should have to buy their freedom. It's time for us to end our cash bail system.,"Report: Bail Hits People of Color Hard, Strips $15 Million a Year From S.F. Residents",link,https://ww2.kqed.org/news/2017/06/28/report-bail-hits-people-of-color-hard-strips-15-million-a-year-from-s-f-residents/,2017-06-28 09:19:17,1220,439,115,847,9,44,21,95,203
10128918116_10155593245173117,"The one thing that connects every single one of us, regardless of our station in life and our backgrounds is the desire to love and be loved. For that to be denied because of a quirk of fate, because you happen to love someone of the same sex, is wrong. This day 2 years ago, the Supreme Court ruled in favor of finally allowing same-sex couples to say ""I do."" It’s been an unbelievable journey to get to where we are today. No matter who you are, or who you love, you should receive every opportunity to achieve happiness.  #LoveIsLove",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155593245173117/?type=3,2017-06-26 15:02:34,2105,132,122,1148,418,2,5,2,9
10128918116_10155591199773117,❤️💛💚💙💜,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155591199773117/?type=3,2017-06-25 23:44:21,25231,151,6432,16047,3957,6,16,6,12
10128918116_10155590856118117,Honor to be with the spectacular Alice Waters talking about sustainability & free lunch for kids in our schools! Food wasn't so bad either! 😉,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155590856118117/?type=3,2017-06-25 20:40:10,9439,242,138,8190,940,11,9,2,9
10128918116_10155589934813117,Awesome time celebrating love in SF today!#Pride #LoveIsLove,Photos from Gavin Newsom's post,photo,https://www.facebook.com/GavinNewsom/photos/a.10152060457383117.1073741826.10128918116/10155589930838117/?type=3,2017-06-25 15:13:25,3880,99,73,2619,280,2,8,5,8
10128918116_10155585733728117,"This is Ethan. He is recovering from his most recent open heart surgery. If Trumpcare becomes the law of the land, his family will no longer be able to afford these surgeries. We stand with you, Ethan.",Photos from Gavin Newsom's post,photo,https://www.facebook.com/GavinNewsom/photos/a.10152060457383117.1073741826.10128918116/10155585733468117/?type=3,2017-06-24 10:44:36,2541,235,317,1437,313,22,3,680,84
10128918116_10155583341683117,"California will not stand for hatred or discrimination of any kind. Texas, Kansas, Alabama, and North Dakota's new laws are nothing more than a fearful and cowardly attempt to bring our nation backwards. Here in California, we know that our diversity is our strength. We welcome you, embrace you, and accept you, no matter your gender or orientation. We urge these other states to do the same.",California widens travel ban to include 4 more states,link,https://amp.cnn.com/cnn/2017/06/23/us/california-travel-ban/index.html,2017-06-23 16:32:07,16863,927,2362,12054,1887,95,119,16,104
10128918116_10155582539678117,Yesterday was a sad day for our country. Protestors were dragged from their wheelchairs as they demanded the Senate listen to their needs. Cutting Medicaid to give the wealthy a tax break is immoral and flat out wrong. America should not stand for this bill.,Photos from Gavin Newsom's post,photo,https://www.facebook.com/GavinNewsom/photos/a.10152060457383117.1073741826.10128918116/10155582539548117/?type=3,2017-06-23 11:24:25,10469,881,2973,2259,21,270,39,2574,5301
10128918116_10155579332373117,"Remember this? 👇

Turns out your bill ends requirements to cover mental health & maternity care, and forces deep cuts to the Medicaid program so the wealthy can get a tax cut.",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155579332373117/?type=3,2017-06-22 11:51:12,5656,428,1803,2434,17,118,416,211,2456
10128918116_10155576841798117,"""I am a survivor of childhood sexual abuse. I am a cancer survivor. I am living with HIV. I am living with PTSD. I am living with other maladies. I lose sleep nearly every day from the stress related to the Republican party’s promise to repeal and replace the Affordable Care Act. Medication keeps me alive....Reducing essential health benefits, and cutting Medicaid, threatens my physical health, my future, and my long-term survival.” - Roy Steele, San Francisco, CA",Real Stories of Americans Who Will Be Affected by the Proposed Changes to the ACA — and What YOU Can Do to Fight,link,http://www.huffingtonpost.com/entry/real-stories-of-americans-who-will-be-affected-by-the_us_594ad15fe4b07cdb1933bf5c,2017-06-21 18:11:01,1629,212,289,705,13,11,15,585,298
10128918116_10155576644143117,We should all be horrified by this. Guns are now the 3rd leading cause of death for children in the US.,Guns are now the third leading cause of death for U.S. children,link,http://www.newsweek.com/guns-kids-third-leading-cause-death-627209,2017-06-21 17:00:23,7389,1172,3095,1639,9,461,66,2613,2596
10128918116_10155576152478117,"Timmy is 6 years old and his life depends on the ACA. Yet, most GOP Senators couldn't find the time to meet with him, or  tell him what is in the bill.","The littlest lobbyist: a 6-year-old, whose life depends on ACA, heads to Capitol Hill",link,https://www.vox.com/policy-and-politics/2017/6/21/15842780/senate-health-care-lifetime-limits?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter,2017-06-21 14:44:09,2705,225,435,1510,98,34,8,595,458
10128918116_10155575797908117,We cannot allow the Senate GOP to continue writing their healthcare bill in secrecy and sneak by the defunding of Planned Parenthood and the crucial services they provide to millions of women and men across our country. #PinkOut,Gavin Newsom,photo,https://www.facebook.com/GavinNewsom/photos/a.438406383116.237369.10128918116/10155291860643117/?type=3,2017-06-21 12:16:15,4419,324,161,3838,451,4,24,4,78
10128918116_10155573549398117,"This is the ultimate lesson in hypocrisy. When Democrats brought up the ACA, the Senate health committee spent 60 hours - 13 days - marking up the bill. The Senate Finance Committee worked on it for eight days and considered more than 130 amendments. The full Senate debated the bill for 25 straight days before ultimately passing it. 

The Senate GOP have not shown their bill to the public, have held closed door meetings, and are now saying a vote could come next week.","Senate GOP leaders will present health bill this week, even as divisions flare",link,https://www.washingtonpost.com/powerpost/senate-gop-leaders-will-present-health-bill-this-week-even-as-divisions-flare/2017/06/20/bf13b720-55b7-11e7-b38e-35fd8e0c288f_story.html?hpid=hp_hp-top-table-main_healthcare-447pm%3Ahomepage%2Fstory&utm_term=.8b8d86adc8fe,2017-06-20 18:40:50,2668,342,534,669,12,47,26,120,1792
10128918116_10155573531073117,The fight for equality is not over. Great to be with the amazing staff of Equality California today. Thank you for having me!,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155573531073117/?type=3,2017-06-20 18:32:03,1008,107,13,787,68,4,12,1,7
10128918116_10155572690048117,"In 151 days, POTUS has made 669 false and misleading claims. That means on average, he's lying or misleading the public over 4 times a day.",365 days of Trump’s claims,link,https://www.washingtonpost.com/graphics/politics/trump-claims-database/?tid=a_inl&utm_term=.c1a7629f7035,2017-06-20 13:17:44,5530,627,2156,2502,15,840,136,195,1837
10128918116_10155570260628117,"‪Happy birthday to my inspiration, Jennifer Siebel Newsom! Thank you for the kindness, generosity, and compassion you bring to this world. We love you!‬",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155570260628117/?type=3,2017-06-19 17:26:56,3915,165,17,3390,439,2,4,1,2
10128918116_10155570127188117,"Honored to have the legendary John Burton's support. His leadership and progressive vision have shaped our state for years to come. 

He opposed the Vietnam War back when that meant standing up to a Democratic President. He fought to increase the minimum wage for the working poor, to protect farm workers from abuse and to extend Social Security benefits to the elderly, blind and disabled and health care access to every Californian. For my entire career in public service, I’ve been inspired by the limitless passion, authenticity and example of John Burton.",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155570127188117/?type=3,2017-06-19 16:42:43,465,95,16,394,44,1,6,2,16
10128918116_10155565929028117,So fortunate this #FathersDay to be able to spend some quality time with the ones I love. Happy Dad's day to all the Dads out there!,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155565929028117/?type=3,2017-06-18 10:56:03,5199,156,21,4683,420,1,2,0,4
10128918116_10155565860628117,"7 American Navy sailors have been determined dead, and our Commander in Chief is tweeting about....himself. 

Appalling.",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155565860628117/?type=3,2017-06-18 10:32:46,10617,1985,3154,2449,16,304,158,1725,5952
10128918116_10155560449838117,"All you Warriors fans rest assured: If Stephen Curry leaves in free agency, I'm (STILL) just a phone call away!!",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155560449838117/?type=3,2017-06-16 18:42:57,6761,311,84,4118,363,21,2216,3,6
10128918116_10155559675593117,"This massive piece of legislation that seeks to restructure one-sixth of our economy is being written behind closed doors, without input from anyone, in an effort to jam it past not only the Senate but the American people.” - Mitch McConnell, 2009 

https://www.nytimes.com/2017/06/15/us/politics/secrecy-surrounding-senate-health-bill-raises-alarms-in-both-parties.html?_r=0",Secrecy Surrounding Senate Health Bill Raises Alarms in Both Parties,link,https://www.nytimes.com/2017/06/15/us/politics/secrecy-surrounding-senate-health-bill-raises-alarms-in-both-parties.html?_r=0,2017-06-16 13:53:50,2398,284,543,892,7,55,19,100,1322
10128918116_10155559634688117,Great step forward in ensuring every qualified student has a spot at a Cal State University!,Cal State University to guarantee qualified students a spot under California budget deal,link,http://www.dailynews.com/social-affairs/20170614/cal-state-university-to-guarantee-qualified-students-a-spot-under-california-budget-deal,2017-06-16 13:35:47,5116,175,447,4508,485,28,9,1,16
10128918116_10155556974663117,"I can’t wrap my head around it. California is the tech capital of the country, but only one-quarter of our high schools offer computer science classes. On top of that, the gender and racial gap in access to and participation in computer science classes is glaring. We’re supposed to be leaders here, but states like Arkansas are way ahead of us on this.

Should be a no-brainer. Computer Science For All is an economic imperative. It’s an equity imperative. And I’m pushing for it hard. I need you in on this, so share if you agree that everyone in California deserves access to computer science classes!",Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155556974663117/?type=3,2017-06-15 16:52:35,2959,416,700,2578,127,175,17,29,28
10128918116_10155556671778117,"""In the face of endless, pointless violence, we are all cowards unless we raise our voices against violence and the root of violence: the proliferation of guns in America.""",Your ‘thoughts and prayers’ are meaningless. To stop mass shootings we need to do this,link,http://www.sacbee.com/news/local/news-columns-blogs/marcos-breton/article156141569.html,2017-06-15 15:17:49,8592,1201,1546,7570,487,25,37,307,144
10128918116_10155556578413117,Kamala Harris and medical marijuana TERRIFY this man.,Jeff Sessions personally asked Congress to let him prosecute medical-marijuana providers,link,https://www.washingtonpost.com/news/wonk/wp/2017/06/13/jeff-sessions-personally-asked-congress-to-let-him-prosecute-medical-marijuana-providers/?utm_term=.a42eee80b292&tid=sm_tw,2017-06-15 14:39:14,5084,688,565,2132,64,119,1477,75,1185
10128918116_10155556075138117,"An LGBT member of the Capitol Police helped save the life of an anti-marriage equality Congressman yesterday.  

What did you do, sir?",Fox News commentator says ‘gay people only care about pop music and the beach’,link,http://www.gaytimes.co.uk/news/76415/fox-news-commentator-says-gay-people-care-pop-music-beach/,2017-06-15 11:53:41,9540,651,1560,4208,171,421,135,156,2353
10128918116_10155553325433117,"Senseless, tragic, and all too frequent. Communities across our nation today were shaken by tragedy. Thinking of those affected by the San Francisco shooting and the public servants who were injured in Alexandria. Violence is never the answer. I hope we can all stand united as a city, a state, and a nation with all those affected by today's events.",,status,,2017-06-14 14:54:54,2287,237,91,1582,111,9,1,551,24
10128918116_10155550166218117,Sessions has admitted that he is not answering questions based on a policy that he not seen and does not know the details of. 🤔,,status,,2017-06-13 16:51:13,2976,330,179,1535,18,167,424,39,785
10128918116_10155549856183117,"If you are not tuned in already, this hearing is beyond important for the future of our Democracy and this administration. Watch Jeff Sessions testify before the Senate Intelligence Committee.",U.S. Senate Democrats,video,https://www.facebook.com/USSenateDemocrats/videos/1361607963908394/,2017-06-13 15:24:32,1296,360,0,835,5,20,18,54,354
10128918116_10155549296513117,"Life can be unpredictable. You may wake up one day to find out you lost your job, or our economy took a dive, or you have a serious illness. Healthcare touches almost every part of our lives: our money, our time, our loved ones, and sometimes, even our ability to see the next day. This shouldn't be toyed with, joked about, or put on the front lines of a political fight. It brings me to tears to think about my daughter, son, wife, or sister not being able to receive the care they need because of the cost. No one should ever be put in that position. Please, call your Senators and ask them to take a step back and evaluate what they are willing to put on the line for a political score.",The Price (DSCC),video,https://www.facebook.com/GavinNewsom/videos/10155549296513117/,2017-06-13 12:42:35,1393,222,305,1070,90,5,9,182,31
10128918116_10155549152558117,Shocking political cowardice even by the standards of the Republicans in Washington. Appalling.,Reporters can’t film hallway interviews with senators without permission,link,http://thehill.com/homenews/media/337582-reporters-cant-film-hallway-interviews-with-senators-without-permission-report,2017-06-13 11:43:29,3730,348,741,1182,15,423,53,76,1976
10128918116_10155547470088117,DUUUUUUUUUUUB NATIOOOOOON! Go Warriors!!! #NBAChamps,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155547470088117/?type=3,2017-06-12 23:04:46,6362,74,206,5318,836,11,14,1,18
10128918116_10155547284228117,"Today marks 50 years of freedom to love, despite the color of your skin. Thank you for loving so fiercely and fearlessly, for your courage and determination, and for fighting for the rights of so many. Today serves as a reminder that you don't have to be something to do something. We can all bring about positive change in this world. #LoveWins","Loving, 50 Years Later",link,https://www.nytimes.com/interactive/2017/06/12/opinion/loving-virginia-50-year-anniversary.html?_r=0,2017-06-12 20:51:04,12752,126,1183,9243,2631,10,8,0,4
10128918116_10155546829208117,There's as much diversity on that sheet of paper as the group of Senators writing this bill.,Timeline Photos,photo,https://www.facebook.com/GavinNewsom/photos/a.75229533116.73338.10128918116/10155546829208117/?type=3,2017-06-12 16:56:47,3699,210,474,2172,47,50,697,85,629
10128918116_10155546043778117,"One year ago today, 49 lives were stolen by 1 man with a gun. Today, we speak their names as we stand with their loved ones and honor the lives they lived. But, remembering is not enough. We need to honor their lives with action. #OrlandoStrong

Stanley Almodovar III, 23 years old
Amanda L. Alvear, 25 years old
Oscar A. Aracena Montero, 26 years old
Rodolfo Ayala Ayala, 33 years old
Antonio Davon Brown, 29 years old
Darryl Roman Burt II, 29 years old
Angel Candelario-Padro, 28 years old
Juan Chavez Martinez, 25 years old
Luis Daniel Conde, 39 years old
Cory James Connell, 21 years old
Tevin Eugene Crosby, 25 years old
Deonka Deidra Drayton, 32 years old
Simón Adrian Carrillo Fernández, 31 years old
Leroy Valentin Fernandez, 25 years old
Mercedez Marisol Flores, 26 years old
Peter Ommy Gonzalez Cruz, 22 years old
Juan Ramon Guerrero, 22 years old
Paul Terrell Henry, 41 years old
Frank Hernandez, 27 years old
Miguel Angel Honorato, 30 years old
Javier Jorge Reyes, 40 years old
Jason Benjamin Josaphat, 19 years old
Eddie Jamoldroy Justice, 30 years old
Anthony Luis Laureano Disla, 25 years old
Christopher Andrew Leinonen, 32 years old
Alejandro Barrios Martinez, 21 years old
Brenda Marquez McCool, 49 years old
Gilberto R. Silva Menendez, 25 years old
Kimberly Jean Morris, 37 years old
Akyra Monet Murray, 18 years old
Luis Omar Ocasio Capo, 20 years old
Geraldo A. Ortiz Jimenez, 25 years old
Eric Ivan Ortiz-Rivera, 36 years old
Joel Rayon Paniagua, 32 years old
Jean Carlos Mendez Perez, 35 years old
Enrique L. Rios, Jr., 25 years old
Jean Carlos Nieves Rodríguez, 27 years old
Xavier Emmanuel Serrano-Rosado, 35 years old
Christopher Joseph Sanfeliz, 24 years old
Yilmary Rodríguez Solivan, 24 years old
Edward Sotomayor Jr., 34 years old
Shane Evan Tomlinson, 33 years old
Martin Benitez Torres, 33 years old
Jonathan A. Camuy Vega, 24 years old
Juan Pablo Rivera Velázquez, 37 years old
Luis Sergio Vielma, 22 years old
Franky Jimmy DeJesus Velázquez, 50 years old
Luis Daniel Wilson-Leon, 37 years old
Jerald Arthur Wright, 31 years old",,status,,2017-06-12 12:08:59,3935,169,271,1488,208,3,3,1096,17
10128918116_10155544204428117,"Thank you to all those who marched today in the name of love, equality, fairness, and justice. Keep up the fight! #LoveIsLove",'Love is Love' and other slogans seen along Hollywood Boulevard in today's #ResistMarch,link,http://www.latimes.com/local/california/la-resistmarch-2017-live-updates-tens-love-is-love-and-other-slogans-seen-1497198724-htmlstory.html,2017-06-11 20:41:01,1950,85,34,1330,130,1,10,3,19
10128918116_10155543275348117,"The GOP continues their tirade, throwing out lives and spitting out lies to score points with POTUS. Don't be deceived.",Opinion | The GOP’s Obamacare sabotage continues,link,https://www.washingtonpost.com/opinions/the-gops-obamacare-sabotage-continues/2017/06/09/c0469574-4d40-11e7-a186-60c031eab644_story.html?utm_term=.5d3970724631,2017-06-11 14:18:18,1222,186,228,469,5,9,21,130,583
10128918116_10155537351503117,Infrastructure week was WILD. Amiright?,,status,,2017-06-09 18:24:14,3093,142,100,1737,77,12,1109,4,6
10128918116_10155537290968117,It seems blindingly obvious that no one should remain locked up – or go free – based on their ability to pay. Decisions should be based on a person’s danger to the community and risk of flight – not how much cash they can produce.  It's time to act on cash bail and reform our system.,"California emptied prisons, but now jails are packed. Here’s what will help.",link,http://www.sacbee.com/opinion/opn-columns-blogs/foon-rhee/article155338434.html,2017-06-09 17:52:44,859,171,79,719,50,13,5,40,30
10128918116_10155536984013117,"Other things Trump has promised to reveal:
- Releasing his tax returns
- Proof that millions of people voted illegally in the 2016 election
- Proof that Obama ""tapped"" his phones

We won't hold our breath.",Trump on Comey Tapes,video,https://www.facebook.com/GavinNewsom/videos/10155536984013117/,2017-06-09 16:14:00,5700,781,1006,3727,92,64,1296,46,433
10128918116_10155533960918117,"While our eyes are on Comey, Mitch McConnell is trying to ram through Trump's cruel anti-healthcare bill.  

It would result in Americans dying.  

We're watching you, Mitch.","Opinion | Uh oh, Health Care Edition",link,https://www.nytimes.com/2017/06/08/opinion/uh-oh-health-care-edition.html?_r=0,2017-06-08 17:00:36,5954,498,1539,2155,11,79,43,324,3341
